CustomerID,Age,Gender,MaritalStatus,NumDependents,EducationLevel,EmploymentStatus,AnnualIncome,CreditScore,AccountAgeMonths,NumProducts,HasCreditCard,HasCheckingAccount,HasSavingsAccount,HasLoan,HasMortgage,AccountBalance,CreditLimit,MonthlyTransactions,AvgTransactionAmount,MonthlyAccountSpending,ATMUsageFrequency,OnlineBankingUsage,MobileAppUsage,ComplaintsFiledLastYear,ComplaintsResolved,ServiceCallsLastMonth,CreditUtilizationRatio,DaysWithoutActivity,Churn
1626,46,Female,Married,3,Bachelor,Retired,158761,513,21,5,1,1,1,1,0,265870,2918,93,2104,3519,8,9,0,3,4,0,0.97653346052679,110,1
2474,79,Male,Married,2,Master,Self-Employed,117911,311,42,1,1,1,1,1,0,282447,40582,8,4662,3734,12,17,1,2,3,0,0.9072964199207282,155,1
2029,70,Male,Divorced,2,High School,Unemployed,62321,768,63,4,1,1,1,0,0,50212,2401,91,2201,13424,7,0,17,4,2,1,0.8955522860141045,25,1
2754,59,Female,Divorced,3,High School,Retired,80520,692,40,5,0,1,1,0,1,387737,33588,79,1790,15889,19,3,5,0,3,2,0.7641710266545936,74,0
2303,53,Male,Single,0,Bachelor,Employed,64772,726,48,5,0,1,0,1,0,449685,40918,31,3299,12886,6,8,5,4,4,2,0.8931088765498787,140,1
2814,55,Male,Widowed,2,Master,Employed,73444,514,94,4,0,1,1,0,0,494599,36959,92,4894,19424,18,5,11,0,1,0,0.6969165453013787,156,0
1291,49,Male,Divorced,4,High School,Retired,92204,690,21,5,1,1,1,0,0,447279,47018,74,1870,12231,18,25,13,2,2,0,0.6300484869194495,102,0
1890,18,Male,Single,1,Bachelor,Unemployed,125649,525,56,1,0,0,1,0,0,252622,48890,11,2519,18636,14,19,17,1,4,2,0.046724972243762264,91,0
2437,50,Female,Single,2,High School,Employed,62299,833,81,5,1,1,0,0,1,89841,44251,14,2985,18903,10,27,17,1,2,1,0.6531631689691132,99,1
1528,74,Male,Widowed,0,Master,Employed,178696,740,116,4,1,1,1,0,0,466683,45770,9,2983,6737,15,23,15,2,2,0,0.31806932511798736,119,0
2284,23,Male,Divorced,1,High School,Self-Employed,135640,571,113,4,1,1,0,0,0,320681,49095,60,378,4893,19,4,5,4,2,1,0.91477550404013,19,0
2721,63,Male,Married,2,High School,Employed,140832,514,108,1,1,1,1,0,0,133631,36830,97,4401,1268,10,16,12,0,0,2,0.6804702621773714,95,1
2160,59,Male,Single,4,Bachelor,Self-Employed,43039,835,52,1,1,1,0,0,0,263845,3382,75,1312,19224,7,13,8,3,0,2,0.1487744785839984,103,1
2233,45,Female,Widowed,0,Bachelor,Self-Employed,95320,617,79,4,0,1,1,1,0,307382,3948,54,1598,1233,13,26,1,2,2,0,0.6445618912695833,29,0
2678,20,Female,Single,0,Doctorate,Employed,29422,494,51,5,1,1,1,1,1,196209,4121,44,3936,10654,2,24,4,0,0,1,0.544835743007943,176,1
2766,51,Male,Single,4,Master,Employed,136481,446,32,2,1,1,1,1,0,147681,21234,76,1030,15896,7,21,9,0,3,2,0.6139480566935188,134,1
2465,46,Female,Married,4,Bachelor,Unemployed,124180,600,34,4,1,0,1,0,0,261882,19156,62,3152,4754,0,8,4,4,1,2,0.09481777516205803,179,1
1902,70,Female,Widowed,1,Doctorate,Self-Employed,135400,795,116,2,1,1,0,1,1,378106,27220,89,1717,1689,8,14,13,2,1,1,0.5725121330416838,127,1
2591,42,Male,Single,3,Bachelor,Retired,31695,674,7,5,1,1,0,1,0,257579,15447,31,1027,2113,15,16,2,0,3,2,0.47234705326187854,1,0
1283,76,Male,Divorced,4,High School,Self-Employed,58677,624,78,4,0,1,0,0,0,52328,2196,33,4607,7365,16,23,15,1,0,0,0.6370568949028217,123,1
1646,22,Female,Married,1,Doctorate,Self-Employed,21245,420,30,5,1,1,1,0,1,452102,19760,24,818,18275,16,6,13,1,0,0,0.8377182985250835,151,1
2857,43,Female,Widowed,3,Doctorate,Self-Employed,171180,804,5,4,1,0,1,0,1,496851,39753,23,3719,3698,0,25,6,1,1,1,0.7365546420021912,22,0
1087,57,Female,Widowed,4,High School,Employed,20370,824,108,2,1,1,1,1,0,86873,35939,41,1521,10163,13,20,10,2,0,0,0.3257226231664986,69,0
1396,37,Male,Widowed,1,Doctorate,Self-Employed,130304,545,72,3,0,1,1,0,1,286382,1797,60,1545,12259,0,25,12,3,0,0,0.08479622545093712,125,1
1058,24,Male,Married,4,Doctorate,Unemployed,169594,581,119,5,1,1,1,1,0,145750,10827,11,1938,11725,5,13,18,1,0,1,0.020721217068958242,117,0
1584,33,Female,Married,4,Bachelor,Employed,82175,345,82,1,1,1,1,0,0,214255,43143,52,2422,9215,2,7,2,3,1,2,0.3124186072217193,15,1
2551,75,Male,Widowed,3,Master,Self-Employed,126565,413,25,5,1,1,1,1,0,363791,20643,93,3520,18173,9,18,19,1,3,0,0.031688849541319675,50,0
1492,71,Female,Single,2,Master,Retired,188206,559,110,4,1,1,0,0,0,159849,26467,70,2299,2575,15,2,9,2,3,0,0.9924121831579298,12,0
1209,53,Female,Widowed,4,Bachelor,Unemployed,72243,635,111,3,1,1,0,1,0,142287,28567,78,1752,15514,12,26,4,2,3,1,0.3790279739767074,39,0
1539,40,Male,Married,0,Bachelor,Employed,157521,716,81,5,1,1,1,1,0,325156,38443,63,3086,13735,19,22,15,3,1,0,0.04332747772969037,121,1
1815,75,Male,Single,3,Bachelor,Unemployed,155374,689,25,5,0,0,1,0,0,475598,20612,99,1807,14787,11,22,14,0,0,2,0.5304171916111156,146,0
2796,39,Female,Divorced,0,Master,Employed,180477,782,92,5,1,1,1,1,1,425159,22083,61,654,8826,10,24,10,1,1,2,0.9851270692824998,15,0
2984,47,Male,Widowed,2,Master,Unemployed,104785,461,71,3,1,1,1,1,1,17489,12155,17,3455,12194,5,10,3,0,0,2,0.33068078555647684,83,0
1468,52,Male,Widowed,4,Doctorate,Self-Employed,40460,554,31,1,1,1,1,1,0,333807,17937,94,3499,1053,0,4,6,1,0,1,0.004079606849404671,130,1
1038,66,Male,Married,0,Master,Unemployed,128443,675,59,4,1,1,1,0,0,330896,48225,78,2257,18837,5,0,4,3,2,0,0.9163138422263213,69,0
2108,46,Female,Married,2,High School,Self-Employed,174316,627,99,2,1,1,0,1,1,102733,27285,95,979,9100,14,16,5,0,4,2,0.458218254987636,175,1
1406,63,Female,Divorced,2,Doctorate,Retired,161964,338,38,4,1,1,1,0,1,142377,42748,81,3705,15814,5,10,12,4,2,1,0.12094870151670478,82,1
1437,55,Male,Divorced,1,Doctorate,Employed,134476,375,109,5,1,1,1,0,1,152252,16151,93,4035,9196,6,19,10,3,0,1,0.9453642990898354,53,0
1040,76,Male,Widowed,3,Master,Self-Employed,137674,333,11,3,0,1,1,1,0,478805,7546,14,3482,8445,11,24,18,0,0,0,0.14369119739405245,175,1
1731,75,Male,Divorced,1,Bachelor,Unemployed,88122,507,85,2,1,1,1,0,1,168501,18078,21,1655,13312,2,9,8,0,2,0,0.39291806131941,146,0
2347,79,Male,Divorced,3,Bachelor,Unemployed,34677,366,14,3,1,1,0,0,1,389892,26036,54,362,5629,10,16,0,1,0,0,0.3526114938744336,51,0
2481,27,Female,Married,1,Bachelor,Self-Employed,160073,376,22,1,1,1,1,0,1,82102,16874,2,4256,13642,14,7,8,2,3,1,0.3544722504383542,5,0
2511,44,Male,Widowed,1,Master,Retired,59199,520,119,5,0,1,1,1,1,363539,43276,92,2788,13612,1,26,10,0,1,0,0.6385966846905917,172,0
2335,36,Female,Widowed,2,High School,Employed,20694,819,114,1,1,1,1,0,0,456353,19936,83,1702,2461,1,13,12,3,2,2,0.13599365083584736,78,0
1139,25,Female,Married,1,High School,Unemployed,104667,711,119,4,1,1,1,0,0,15373,28718,39,2878,680,14,23,12,1,1,2,0.23590684442118437,68,0
1268,66,Male,Widowed,0,High School,Self-Employed,165006,321,46,2,1,1,1,0,0,173234,27065,13,1752,10382,7,25,5,0,2,0,0.600358480240539,150,1
1141,28,Male,Married,2,Master,Self-Employed,150334,543,45,5,1,1,1,0,0,498714,26143,32,4935,12111,9,17,3,2,4,0,0.01868978556355716,86,0
1988,67,Male,Divorced,0,Doctorate,Employed,195183,761,82,2,0,1,1,0,0,101075,40022,38,2909,5501,7,8,9,1,1,0,0.9539362487254938,67,0
1656,79,Male,Divorced,1,Doctorate,Employed,75654,312,98,2,0,1,1,0,0,113246,4557,6,3617,14711,17,21,1,0,1,1,0.6543447491365945,31,0
2418,62,Female,Married,3,Master,Employed,119404,320,30,1,0,1,1,0,0,436943,15863,57,4422,8368,10,2,8,0,1,0,0.4123212113242347,57,0
1547,68,Female,Single,0,High School,Retired,95591,389,69,2,1,0,1,1,0,57009,3884,19,1162,10614,17,20,18,4,0,1,0.11654663387055808,26,1
1603,26,Female,Single,2,High School,Unemployed,117919,700,98,3,1,1,1,0,0,454734,48652,78,2458,9021,14,4,3,3,3,1,0.5972032822521003,4,0
2922,61,Female,Married,2,Doctorate,Self-Employed,136518,572,65,5,1,1,1,0,0,246882,37424,45,179,4338,6,8,7,3,2,1,0.38375714353538637,43,0
1578,47,Female,Widowed,3,High School,Retired,85908,563,30,2,1,1,0,0,1,122207,19913,77,3409,5484,18,4,9,4,4,1,0.5815365592699638,129,1
1744,27,Male,Married,1,High School,Retired,197265,369,72,5,1,1,1,1,1,25784,20873,83,992,17909,7,5,4,1,1,0,0.10375435572967795,9,0
2918,51,Female,Widowed,3,Master,Employed,156327,548,85,4,1,1,0,0,0,472760,29019,74,4182,15920,15,8,17,0,2,1,0.6850024123002739,31,0
2854,70,Female,Single,0,Bachelor,Retired,131233,448,25,5,1,1,0,1,0,345230,7680,18,1612,12797,7,11,14,4,4,2,0.14715513217619514,10,1
1938,28,Female,Single,3,Bachelor,Retired,185418,796,62,2,1,1,0,0,0,99199,43013,21,2763,4141,13,28,16,3,4,0,0.1334435294229962,80,1
1880,67,Female,Single,0,Bachelor,Unemployed,54743,839,104,4,1,1,1,0,1,258741,44418,27,1677,4568,19,16,15,0,3,0,0.24809180600179348,91,0
2421,35,Female,Single,3,High School,Unemployed,181357,797,110,4,0,1,0,0,0,52692,20840,29,3499,4352,14,8,2,0,4,0,0.2542035445899061,8,0
2355,67,Male,Divorced,3,High School,Unemployed,91939,815,82,2,0,0,1,1,0,171674,20481,38,3636,18060,12,23,0,0,4,0,0.01119852538092525,21,0
2897,26,Female,Single,1,Bachelor,Retired,115494,379,86,4,0,1,0,1,0,252703,12260,9,3885,16026,1,0,11,2,3,1,0.14709405139686238,73,0
1173,18,Male,Divorced,2,Doctorate,Self-Employed,82182,384,18,3,1,1,1,0,0,461244,32217,82,2981,3635,17,5,14,1,4,2,0.23001833971499175,130,1
2423,25,Male,Divorced,4,Doctorate,Self-Employed,171126,704,53,1,1,0,1,1,0,224040,26671,77,1059,16822,15,5,17,3,4,1,0.7515339112047117,87,0
2539,61,Female,Divorced,3,Master,Self-Employed,69582,640,20,1,1,1,1,1,1,332746,14133,48,128,3607,2,6,11,2,0,1,0.682977234575921,79,0
1665,51,Female,Married,4,High School,Unemployed,177826,474,112,5,0,1,0,0,0,9778,38231,47,2665,19818,2,28,9,1,4,2,0.8276633424845311,15,0
2330,22,Female,Divorced,0,Master,Retired,120588,395,34,5,1,1,1,0,0,175245,3389,65,2820,2797,10,9,6,0,3,2,0.8049336919472961,32,0
2581,70,Male,Widowed,3,Master,Self-Employed,191252,375,1,4,0,1,1,0,1,496179,42156,86,3550,13118,7,18,9,0,3,2,0.9636515150788472,131,1
2352,20,Male,Single,4,Master,Unemployed,87264,513,111,5,0,1,1,1,1,228857,32611,22,1615,9780,8,12,10,2,0,1,0.066438094328088,150,0
1536,31,Male,Married,4,High School,Employed,156984,533,58,2,1,1,0,1,1,404991,38448,58,4689,8630,1,12,2,0,1,0,0.17849971506576312,166,0
2599,51,Female,Married,4,High School,Self-Employed,114910,576,61,4,1,1,0,0,0,85230,13798,71,1915,14137,1,11,9,3,1,1,0.8931483630155543,151,1
1488,35,Female,Divorced,2,Doctorate,Employed,54416,314,119,2,1,1,0,0,0,143103,46648,74,2735,14422,19,29,5,0,1,2,0.038803026524385054,86,0
2306,23,Female,Married,3,Doctorate,Unemployed,178988,803,117,1,0,1,1,0,1,223311,48821,13,1174,3574,12,5,11,3,1,0,0.6516933714956425,39,0
2082,56,Male,Single,0,Doctorate,Self-Employed,34318,401,21,5,0,1,1,0,0,446131,10747,22,893,14354,18,2,0,1,1,2,0.6136491964201608,28,0
1144,25,Female,Divorced,0,High School,Employed,80148,723,6,4,1,1,0,0,0,110661,33640,12,4773,14565,12,17,13,1,4,2,0.936222652384836,143,1
1331,53,Female,Divorced,0,Bachelor,Retired,176097,381,77,2,1,1,1,1,0,359039,17945,48,363,6348,6,24,18,4,2,0,0.04250004508849059,114,1
2360,27,Female,Widowed,2,Master,Retired,42394,437,20,4,0,1,1,1,0,245196,26319,91,289,18234,16,19,1,3,0,0,0.6522696690251003,137,1
2962,24,Male,Single,2,High School,Retired,114415,478,79,3,1,1,1,0,0,347938,30814,60,1545,13341,17,5,8,3,4,1,0.7535231536962493,137,1
2877,73,Female,Widowed,4,Bachelor,Employed,159324,643,92,4,0,1,1,0,1,243082,21087,71,914,11216,0,25,15,2,1,0,0.9001397328257004,148,0
1282,34,Female,Widowed,4,High School,Retired,90199,603,20,1,0,1,0,0,0,13417,12654,12,2498,15216,5,24,15,3,3,0,0.2760434909803767,3,1
1940,27,Female,Widowed,0,Doctorate,Self-Employed,197946,831,68,2,0,1,1,1,0,256039,22480,68,1469,15981,13,10,3,1,1,2,0.036944685951663114,164,0
2605,76,Female,Single,2,Doctorate,Unemployed,74672,462,5,1,1,1,1,1,0,254355,24501,28,147,4271,12,15,0,3,1,2,0.9561009626364617,131,1
2373,32,Male,Widowed,4,Bachelor,Self-Employed,30532,568,9,1,1,0,1,1,0,326086,18702,52,3958,3339,17,13,2,4,4,0,0.02405684673377395,57,0
1326,46,Male,Widowed,0,Master,Employed,121925,533,25,1,0,1,0,1,1,207815,43809,9,4507,7964,14,3,14,4,2,1,0.5320522603832052,10,0
2869,71,Male,Widowed,0,Bachelor,Unemployed,178486,406,115,2,0,0,1,0,0,184956,40093,41,4247,17879,10,9,1,0,0,1,0.691362893711791,50,0
2672,21,Male,Divorced,1,Doctorate,Retired,65783,523,62,1,1,1,1,1,0,489639,3859,49,3344,19235,6,29,1,1,4,0,0.9906759778258083,62,0
1676,62,Male,Married,0,Master,Employed,84947,603,102,5,0,1,1,0,1,84622,42551,59,4313,16441,18,3,16,2,3,1,0.6471363822124632,164,1
1065,77,Male,Widowed,4,Master,Self-Employed,189524,534,91,4,1,1,1,0,0,327290,11541,47,2550,7053,1,24,9,0,2,0,0.19230042366613342,90,0
1766,40,Male,Divorced,3,Master,Retired,142640,672,23,5,1,1,1,1,0,174941,30431,66,1889,12601,11,26,6,0,1,2,0.3242240843723794,90,0
2229,32,Female,Divorced,3,High School,Self-Employed,61340,648,111,3,0,0,0,0,0,121563,15219,85,4407,1838,8,12,1,1,3,1,0.2853986613822973,20,0
1418,31,Female,Widowed,1,High School,Employed,25387,768,84,3,0,1,0,1,0,196035,48880,28,2586,19373,4,9,2,3,1,2,0.8765987676508302,28,0
2348,28,Female,Widowed,0,Master,Unemployed,47818,792,78,4,0,1,1,0,0,31584,39005,9,212,3345,18,13,15,0,3,2,0.7319263575069936,143,1
1659,40,Male,Divorced,0,Master,Employed,166154,826,78,3,1,1,1,1,0,347493,48154,28,2489,10678,6,13,12,2,2,1,0.2937794465503265,44,0
1650,43,Male,Widowed,4,Master,Retired,47632,755,41,5,1,1,1,0,0,256250,32630,28,1569,7115,6,13,5,1,1,2,0.2914824310417311,63,0
2957,43,Male,Single,4,Master,Retired,170853,685,41,5,0,1,1,0,1,243432,8775,35,4111,9101,14,1,19,3,3,0,0.05137350433864418,144,1
1715,67,Female,Widowed,3,Bachelor,Unemployed,98315,319,4,4,0,0,1,0,1,322720,16422,7,2577,10051,11,14,8,2,0,1,0.7102718538941186,54,0
1346,18,Female,Widowed,4,Bachelor,Self-Employed,196062,796,112,1,1,1,1,1,0,366099,10866,65,930,5036,4,25,4,0,0,2,0.7892707880622863,100,0
1546,39,Female,Single,3,Bachelor,Unemployed,114488,410,72,1,1,1,1,1,1,31586,21229,98,3821,4666,3,22,1,3,4,1,0.15699441503275302,88,1
1421,37,Male,Single,2,Master,Employed,150381,325,114,1,1,1,0,0,0,491323,14827,29,1407,4529,2,17,9,1,2,1,0.8712505544151318,144,1
1322,77,Female,Widowed,4,Doctorate,Unemployed,104105,774,66,1,1,1,1,1,1,450068,1984,27,4244,3249,4,19,10,0,1,0,0.12284466096211977,147,0
1077,24,Female,Widowed,4,Bachelor,Employed,80107,605,107,1,0,1,0,1,0,279414,15843,15,512,14953,16,15,13,3,4,2,0.6252628972772694,15,0
2677,56,Male,Single,1,Master,Retired,128943,313,30,4,0,0,1,0,0,446030,35818,6,4692,17857,12,3,10,0,3,2,0.23813723544409326,44,0
2214,68,Male,Single,3,Bachelor,Employed,67367,427,82,3,0,1,1,0,0,159508,7162,71,1827,11579,11,16,15,3,0,2,0.5951442530388644,98,1
2455,69,Female,Widowed,2,Master,Self-Employed,123606,737,15,5,1,1,0,1,0,330856,28391,80,1700,7688,18,16,4,1,1,0,0.5609019214358502,134,0
2566,43,Female,Single,0,Doctorate,Self-Employed,172418,512,114,1,0,1,1,1,1,465796,21447,55,1498,17252,16,3,9,0,2,2,0.6550744330011887,69,0
2346,54,Male,Married,4,Master,Retired,138906,635,78,1,0,0,1,1,1,375401,26398,93,4129,6286,13,29,1,4,2,2,0.1073492161556473,178,1
2835,62,Male,Divorced,2,Doctorate,Retired,137217,699,36,4,1,1,1,0,1,60592,24247,64,2539,10728,3,19,13,2,1,0,0.5989234460110525,79,0
2485,30,Female,Divorced,1,Bachelor,Unemployed,187499,744,61,2,1,1,1,0,1,445373,7619,49,3969,12601,9,26,7,0,2,2,0.9954805979217589,77,0
1836,24,Female,Divorced,1,Doctorate,Employed,194277,581,56,1,0,1,1,1,1,278963,47753,62,2181,8622,13,19,0,1,0,2,0.45836603103743556,134,0
2402,58,Female,Single,4,Bachelor,Employed,58619,453,70,4,1,1,1,1,0,283720,18381,23,2046,9597,16,29,12,0,3,0,0.1322741377775437,178,1
2168,29,Male,Divorced,1,Master,Unemployed,37790,310,89,2,0,1,1,0,0,301381,33907,86,2662,11811,3,3,9,4,2,0,0.8700369681977288,62,1
1797,33,Male,Single,0,Doctorate,Employed,176089,680,100,2,1,1,1,0,0,51697,26663,72,2829,1858,13,22,8,3,2,0,0.756351139498876,55,1
2910,20,Male,Married,3,Doctorate,Employed,76344,484,23,1,1,1,1,0,0,232389,33597,36,4112,4656,19,0,5,0,1,0,0.6380550964986437,111,1
2621,45,Female,Married,3,High School,Self-Employed,84680,316,76,2,1,1,1,1,0,467199,35487,92,1043,8487,13,1,4,2,1,2,0.3948982483411565,137,1
1760,49,Male,Divorced,1,Doctorate,Unemployed,102215,617,59,1,0,1,1,0,0,499703,8788,50,4714,15239,0,23,18,1,4,1,0.48868454478869094,122,0
1970,30,Male,Divorced,0,Bachelor,Self-Employed,128880,405,56,2,1,1,1,0,1,204199,20022,14,3648,6309,3,20,9,0,3,2,0.6593328702904843,53,0
2097,55,Male,Widowed,1,Bachelor,Self-Employed,68624,701,73,4,0,1,0,1,0,9382,36801,81,2763,8437,16,11,16,0,3,0,0.2421579997060287,141,1
2929,74,Female,Married,3,Bachelor,Self-Employed,106593,740,44,2,0,1,0,1,0,161749,45843,91,4963,15695,6,1,18,4,0,2,0.7226057936657777,132,1
2818,42,Female,Single,4,Master,Unemployed,71667,378,50,5,0,1,1,0,1,12914,36518,95,2085,6034,19,14,2,3,2,1,0.6792613226543476,97,1
2840,62,Male,Single,0,Bachelor,Retired,123064,635,70,1,1,1,1,1,0,408234,47923,38,3804,2073,3,8,5,2,1,0,0.1460641149355525,5,0
1158,29,Male,Single,1,High School,Retired,58409,626,2,1,0,1,0,1,1,38921,44711,9,1608,3340,10,26,9,2,2,2,0.23688316872966264,82,0
1402,52,Female,Married,3,High School,Retired,186239,636,85,1,1,1,0,1,0,436532,4954,84,1108,14515,10,29,9,4,0,0,0.2790370750812956,177,1
2206,31,Female,Widowed,3,High School,Self-Employed,105481,659,50,3,1,1,1,1,1,47594,14886,46,3115,16808,8,26,15,2,3,0,0.4237082690910332,93,1
1840,59,Female,Widowed,1,Doctorate,Unemployed,115918,569,71,4,0,1,1,0,1,451338,27226,41,3064,8337,13,22,18,0,3,1,0.4018030603177434,67,0
2310,28,Female,Divorced,1,Doctorate,Employed,126242,774,92,3,1,1,1,1,0,47954,49312,98,2704,16345,3,28,15,1,3,0,0.27150284529688073,27,0
2802,46,Female,Divorced,1,Doctorate,Retired,73546,516,110,5,1,1,1,1,0,88003,1490,37,3403,7368,11,16,7,1,4,1,0.5277914055487666,39,0
1292,50,Female,Married,1,Master,Self-Employed,65784,848,18,1,1,1,1,0,0,47119,8111,72,4675,11680,6,8,7,4,1,2,0.16722685702327023,85,0
1320,50,Male,Divorced,2,Bachelor,Unemployed,161154,686,79,4,0,1,1,0,1,273250,31229,93,4547,6874,19,9,14,1,4,2,0.6690837393220421,151,0
2506,68,Male,Widowed,1,Doctorate,Self-Employed,115018,374,112,3,1,1,0,0,0,31024,12837,31,1229,4966,7,14,10,0,2,0,0.6680602906989623,84,0
1994,50,Female,Single,2,Master,Self-Employed,68926,775,117,3,1,1,1,1,0,74772,9918,17,2775,17211,12,2,4,2,1,2,0.8521592839149136,40,0
1881,45,Female,Divorced,3,Bachelor,Retired,99803,805,33,4,1,1,1,1,1,2387,5655,55,538,3947,4,0,5,1,4,0,0.004341927760946218,65,1
1013,28,Female,Married,0,Doctorate,Self-Employed,32055,816,55,1,1,1,1,0,0,322095,30269,89,2999,12742,10,11,4,4,1,1,0.4892260868706352,105,1
2138,33,Male,Divorced,2,Bachelor,Unemployed,149335,676,50,5,0,1,1,0,0,469101,14533,93,2852,1611,10,16,17,4,2,1,0.15653694649817795,123,1
1088,21,Female,Married,1,High School,Self-Employed,134212,501,65,2,1,1,0,1,0,386934,37062,65,387,7400,0,13,18,1,0,1,0.030331272613826843,90,0
2638,18,Male,Single,2,Master,Self-Employed,126206,579,80,3,1,1,1,1,0,466467,35987,56,2008,13309,11,15,13,4,4,1,0.6981217796931782,67,0
1673,18,Female,Married,1,Bachelor,Employed,37157,757,25,3,1,1,1,0,0,463735,24914,2,2086,3377,5,27,17,0,0,0,0.8019186807179438,42,0
1871,44,Male,Married,3,Master,Employed,116324,321,101,2,1,1,1,1,0,166373,21420,50,2084,13994,16,3,16,4,2,1,0.1302825786475995,61,1
1897,66,Male,Married,0,Bachelor,Retired,137907,549,118,3,1,1,0,1,0,258298,29441,61,706,11988,2,12,10,3,0,0,0.2888360484778162,152,1
2263,61,Female,Single,2,High School,Self-Employed,136625,547,84,3,1,1,1,0,1,472088,6336,18,4010,6344,7,22,13,2,3,1,0.6469826186837487,4,0
2795,71,Female,Widowed,3,Bachelor,Self-Employed,103609,362,83,4,1,1,1,1,0,280608,37675,29,3262,3610,9,10,8,1,0,1,0.9653154257189731,76,0
1542,51,Female,Single,0,Bachelor,Unemployed,29304,427,25,3,1,1,1,0,1,326380,35029,29,4677,7072,5,21,0,0,3,2,0.26802423781998663,99,1
2668,67,Male,Divorced,1,Master,Unemployed,139833,804,68,1,1,1,1,0,0,431653,7630,87,4382,10141,6,18,11,4,3,2,0.5228990837382539,74,0
1155,24,Male,Divorced,1,High School,Employed,53892,656,3,2,1,1,1,0,0,81736,45721,1,59,3889,12,13,3,0,2,0,0.5547736617769807,3,0
1371,22,Male,Widowed,4,Bachelor,Employed,107086,314,8,2,0,1,0,0,0,75191,38355,45,4992,10501,14,11,15,2,0,2,0.5311797776332966,164,1
1687,37,Male,Married,3,High School,Retired,155549,778,103,4,1,1,1,1,0,165011,45910,18,2103,16313,17,7,0,3,4,2,0.5267289444557803,48,0
2331,23,Female,Single,4,High School,Retired,123356,467,99,1,1,1,1,1,1,398505,7364,44,616,2035,1,27,19,4,2,0,0.4242488667281338,78,1
2374,41,Male,Single,4,Doctorate,Employed,86540,302,16,5,1,1,1,0,1,185218,17505,33,4305,17351,10,13,3,3,4,2,0.7766353218843638,25,0
2953,76,Male,Widowed,1,Bachelor,Self-Employed,113743,611,61,4,0,1,1,1,1,183678,5511,48,2596,16475,2,24,15,2,4,0,0.029660743564281056,170,0
1991,22,Female,Married,2,Bachelor,Retired,151837,706,62,4,1,1,0,1,0,393747,20495,80,158,13386,19,29,1,1,4,1,0.5557405361393748,84,0
2505,68,Male,Single,0,Master,Retired,119596,334,32,1,0,1,1,1,1,32223,25279,40,131,16313,10,25,8,1,3,0,0.7231240308330615,179,1
2444,57,Male,Widowed,1,Bachelor,Retired,164507,364,96,1,0,1,1,1,0,373883,33209,96,1877,8742,18,14,3,1,4,1,0.5692838176350693,51,0
2652,62,Male,Married,4,Doctorate,Retired,172839,390,14,1,1,1,1,1,1,325749,47117,39,126,1418,13,22,14,0,3,1,0.19568998676961202,80,0
1924,64,Female,Married,2,High School,Retired,180390,431,116,5,1,1,1,0,0,55746,36671,48,735,5904,1,4,8,3,0,1,0.5337234150203635,17,1
2257,39,Female,Widowed,2,Bachelor,Retired,57136,783,112,3,1,0,1,0,0,108850,1540,85,1555,6775,12,7,0,4,1,1,0.20070154217437253,71,1
1251,44,Male,Divorced,1,Bachelor,Unemployed,39731,697,28,3,1,1,1,0,1,116936,49235,27,3903,664,13,17,7,4,2,2,0.9954652385105921,76,1
2819,55,Male,Divorced,4,Doctorate,Employed,114527,648,38,4,1,1,0,1,0,138608,28280,58,1240,5786,16,4,5,2,0,0,0.4814126747601911,30,0
2646,36,Male,Single,2,Master,Unemployed,27025,806,3,4,1,1,0,0,1,397301,8508,75,2358,12106,3,7,12,3,2,1,0.016577471685588208,52,0
1436,47,Female,Widowed,3,High School,Self-Employed,128237,845,50,1,1,1,1,0,0,27161,33193,22,1638,6792,5,7,10,3,1,0,0.8007311229423819,172,1
1535,33,Male,Widowed,2,Bachelor,Unemployed,175915,410,112,3,0,1,0,0,1,38343,37078,74,1390,1875,8,3,9,1,2,0,0.08340333496657082,96,1
1290,54,Female,Single,4,Master,Self-Employed,103990,799,68,5,1,1,1,0,0,215189,25564,92,748,4720,4,18,8,4,1,1,0.5338430930386354,174,1
2100,32,Female,Married,0,Master,Unemployed,162181,505,52,4,1,1,1,0,0,289094,30653,98,4082,17105,11,21,12,4,2,2,0.3020740879872815,48,0
1728,58,Male,Widowed,0,Bachelor,Retired,147769,313,15,1,0,0,0,1,0,30795,37018,61,3486,4995,15,20,4,0,3,2,0.8070874993507668,128,1
2073,64,Male,Divorced,4,Bachelor,Retired,92932,584,16,1,1,0,1,0,0,72610,4114,92,4360,16370,3,29,12,2,1,0,0.5025813088137892,86,0
2573,71,Male,Widowed,4,Bachelor,Retired,87428,373,14,3,1,1,1,1,1,433397,34530,68,559,10328,14,28,1,4,1,1,0.9699248446382203,59,0
1571,22,Female,Widowed,2,Doctorate,Self-Employed,22402,773,102,1,1,1,0,0,1,427189,32153,24,3222,10656,12,6,1,3,4,2,0.16688923897905228,73,0
1770,47,Male,Widowed,2,Doctorate,Employed,151832,655,40,2,1,1,1,0,1,116700,46077,29,1230,3494,1,12,11,1,0,1,0.6503107718955861,60,0
1600,70,Male,Married,1,Master,Self-Employed,191304,319,40,3,1,1,0,0,0,38554,23336,48,131,5853,11,11,19,4,2,2,0.7733578816103082,34,1
1827,64,Male,Married,3,Bachelor,Retired,31600,499,36,5,0,1,0,1,0,205788,13152,8,2250,6541,19,21,1,1,2,0,0.25638374753266713,38,0
